,0
171,13.55816150209235
172,14.233865483246328
173,53.66445566655307
174,21.683227094080635
175,78.36192710866726
176,14.15989326582284
177,22.47145336169624
178,47.76409885220955
179,32.524041439620305
180,31.126220556353463
181,49.317976216395316
182,8.721160614167148
183,41.79164771915024
184,37.01338034974796
185,20.865105577967537
186,48.117961431064806
187,31.191790060976444
188,36.22573309653213
189,21.64931113613956
190,29.784642837614932
191,28.733342449485345
192,35.921377821698826
193,29.251455984273385
194,35.38332545094961
195,59.73990460437643
196,8.175148029151057
197,28.082435844932974
198,16.660255016214716
199,63.073680525143814
200,40.6976902407108
201,36.33952629461395
202,51.409367083191405
203,12.81589112477757
204,29.220285421966363
205,45.84557482013429
206,35.38424755590831
207,19.536284998615923
208,31.234931642720525
209,21.77383261077969
210,68.40697338850859
211,29.16143363247568
212,15.323035666514933
213,35.487842351688066
214,16.22385722356872
215,18.726796529175786
216,49.72415931785093
217,45.222578501951034
218,30.44164324232428
219,5.0
220,9.19401624208855
221,39.38906407021627
222,16.19811305770945
223,52.46211876118912
224,21.289612760200725
225,46.468888680690974
226,18.520504998660304
227,35.86645007735115
228,28.853317819761433
229,52.345766118255874
230,9.908376812637826
231,5.0
232,19.86584349114914
233,5.0
234,48.3857010147648
235,37.95890938309403
236,44.4237780759763
237,18.58074405073619
238,34.34921092404018
239,5.0
240,35.48705922020297
241,14.31379026820426
242,80.06013670997314
243,22.410679578336605
244,30.945535410038875
245,39.98893920592758
246,45.362789477680096
247,34.243535614853165
248,28.47704565559786
249,57.19688095741731
250,55.885155672245254
251,79.97735464277024
252,23.692242038527286
253,60.070900117382266
254,30.151031840207075
255,31.563024238675112
256,26.098162995361346
257,13.141929862730143
258,37.78009056474296
259,13.002946086090713
260,35.80658151748216
261,28.192810172696042
262,54.89073499297555
263,37.26864333921719
264,27.65353634089905
265,46.526173623503475
266,21.305690493144244
267,64.23097696847792
268,18.722938609578797
269,9.07263520431984
270,23.795620298092
271,45.88997963947809
272,29.686679628375046
273,33.24533754365479
274,40.46079538983449
275,29.631863176325506
276,21.762214598831743
277,31.17670118732882
278,51.19803602385397
279,19.356477675692908
280,19.213040257819465
281,38.439290699837315
282,15.504430375609779
283,24.222044346328662
284,15.997916775686905
285,38.3193136213344
286,60.73141202650806
287,41.27557205010605
288,21.399915338559556
289,21.470081073162696
290,19.485195686159276
291,24.347260405787292
292,19.736746868058518
293,46.9350148034369
294,43.30416411999226
295,38.40273209385598
296,41.9884817662442
297,14.12979925366221
298,53.504523174409236
299,13.72027870399902
300,23.071018074265943
301,27.678165065827425
302,23.012607063114192
303,35.45775605945155
304,30.411398391236915
305,49.297178173725925
306,45.9928469105361
307,38.34328584458301
308,40.82599262093004
309,34.92701633272883
310,63.04947132811633
311,59.64169739740272
312,70.80170632977286
313,20.805653608855266
314,45.777417540160826
315,29.11542400048669
316,41.834237807920246
317,27.63152718912642
318,19.779758946112985
319,41.73561612388609
320,10.60918256092229
321,44.241368868905354
322,35.44941526763657
323,48.700842451568455
324,55.42595379893929
325,56.11287437462722
326,28.790789055791993
327,30.19418727816967
328,15.887317229598056
329,9.961290912530394
330,24.47727649509512
331,20.475392217813017
332,22.486585354713
333,32.67079620100693
334,52.43154188346213
335,45.77111649557652
336,64.26485646671784
337,44.79025650709583
338,38.28251033572477
339,60.42625522349881
340,20.029852385709457
341,32.003813055617954
342,11.463173504801048
343,41.302420327347974
344,48.70765394963819
345,14.881454088557575
346,28.11053433174553
347,56.98872396868301
348,27.225419893119344
349,21.050407641709278
350,39.8491872695437
351,29.609511383529746
352,12.85597214994389
353,16.338452172210246
354,47.1061881015262
355,39.08005425344776
356,29.519215074846066
357,40.507466561316605
358,29.080509399149413
359,42.59387075973723
360,33.360462452756614
361,14.11977075460163
362,12.640052567718177
363,23.947242137768697
364,33.56993083194734
365,55.61294602736236
366,31.616041753992736
367,44.89552073492879
368,38.06168657820667
369,19.544971930916162
370,50.30524741804844
371,39.72633436629992
372,64.23495595791292
373,68.37800110388916
374,34.33733337898366
375,35.89640255845896
376,30.875232995800655
377,7.055935366871655
378,39.501599244205046
379,27.245581084994065
380,31.108981635786275
381,18.671338018363155
382,60.0328967612635
383,35.697178544367134
384,25.927582354205164
385,34.305878687945494
386,12.668097110883622
387,43.28712012552542
388,52.91655443056623
389,38.52616028125979
390,27.106753890718423
391,18.689343847095344
392,24.987346433593853
393,43.948646494177474
394,21.586414011436943
395,35.3098552575559
396,6.991732124909952
397,35.78622281888003
398,58.83853181361567
399,40.73131552718677
400,30.26173708828886
401,42.351308477714305
402,61.95027389225326
403,27.37287699051345
404,30.713601713861987
405,15.826071479399918
406,40.29386059081028
407,12.17307198859503
408,33.08307177785103
409,44.87805553033172
410,32.09586440726462
411,25.563118438605088
412,74.22713887495567
413,19.024634556597643
414,38.88862567665745
415,28.222960461074475
416,32.820336278322245
417,41.2261548680321
418,40.007778269281026
419,23.84987028363783
420,39.971162204217855
421,34.12881936306694
422,54.41074289209165
423,57.47266157887332
424,24.651997049427916
425,28.36476159945861
426,62.163872286034724
427,45.61092078557112
428,5.963523186866227
429,49.72014540928663
430,35.21966888194828
431,42.60584609717018
432,21.694794812100092
433,62.84020431524004
434,33.239003444132344
435,52.41547277436792
436,33.763325161749705
437,35.7808376860206
438,39.66707810490438
439,23.22627743190489
440,20.388605014013255
441,25.673134130014986
442,27.25721075261059
443,34.888522318167496
444,39.441155231027885
445,56.38813760806425
446,6.486971860474842
447,25.48410093105902
448,12.489444614357947
449,19.513077708188252
450,31.747455768034293
451,10.789287368498705
452,43.98671285503241
453,25.506244879585427
454,8.06550014320935
455,25.263254520608786
456,27.801681354493667
457,22.4038829978954
458,14.084913929964216
459,47.20534104392487
460,15.843951421142677
461,24.04124719068327
462,14.646694877729278
463,7.994111238785042
464,28.257301991422445
465,33.93421796614296
466,30.606554489666493
467,22.009701561109924
468,26.662834850319804
469,28.6931518376222
470,79.12685788978524
471,41.55819090299971
472,19.98075729549628
473,41.887121375144886
474,38.12593652640855
475,58.15174086818222
476,5.0
477,58.83680900300809
478,33.66186851497835
479,69.33517734778768
480,29.263656363020445
481,29.685485009856123
482,28.098232492028007
483,31.341402338979407
484,54.64766111461768
485,33.363608570626866
486,37.89508366122058
487,15.684300339891664
488,9.500622503312444
489,37.04488995999516
490,5.0
491,20.10504148596254
492,30.003253695821776
493,57.47633792083654
494,9.650384576094233
495,28.99360699202123
496,38.28445772352803
497,28.311236622044195
498,17.74289592091619
499,40.529023977987826
500,7.563859634550947
501,17.493848510081957
502,52.6064376695343
503,40.3928507042998
504,69.97666925665406
505,23.660039818557227
506,17.803381500652943
507,33.57736533369217
508,41.80026164341991
509,54.267165473056245
510,71.19322518121606
511,21.428982770459754
512,31.380973934226386
513,48.04563065596727
514,40.64425806957615
515,31.544274327981377
516,19.920570639200385
517,32.316161971780915
518,19.41514976995308
519,24.321354425001083
520,23.381816592134232
521,27.540316369419315
522,29.0356539660256
523,28.661854320673523
524,68.59498262485438
525,47.878412317294156
526,55.92198218942339
527,55.53482135427102
528,31.854121481265896
529,43.63393611805421
530,11.054895591146293
531,29.847666457313764
532,22.715219883555715
533,21.268811719154275
534,32.32217095244997
535,23.407557294982865
536,26.28786645465947
537,38.01471093889931
538,49.126003966505685
539,38.03300142981448
540,12.36879985491529
541,23.86530811601067
542,14.164097756540055
543,41.575988109774805
544,63.02219070180291
545,10.540119348765138
546,30.96186384098362
547,42.364580830089494
548,24.224483057449177
549,10.986035501477843
550,55.134933472250424
551,37.50085133530631
552,25.719267586546984
553,22.16509227177036
554,10.490268792461814
555,31.57055214233322
556,7.751327779548572
557,54.22810222086056
558,47.17148763859546
559,42.64948761252645
560,55.03183525832915
561,71.1761259368789
562,45.14038043689389
563,28.175782048954446
564,51.28518740796913
565,20.832689058604213
566,49.73761685816751
567,16.427377560478586
568,16.244313628813455
569,45.36654681100813
570,35.03651018310894
571,83.2616614998996
572,31.3433014092514
573,25.286110868928695
574,11.513559729229671
575,17.38272314594794
576,15.104828106179422
577,75.83091768444788
578,29.014594757272548
579,42.868849744555604
580,42.7239525027067
581,13.573262330176156
582,47.52833506318297
583,27.774917933511794
584,51.16309779011016
585,32.30222210194445
586,16.093345292520016
587,49.967324491573606
588,32.58600587493006
589,46.86217930396707
590,71.8659217859774
591,35.50345736220654
592,39.14013695773898
593,31.730306082835792
594,6.754862377186385
595,38.594132981888194
596,31.33457485986792
597,24.859322589213786
598,12.143694783528684
599,7.6989694295407585
600,69.5368254579152
601,12.982299108073692
602,41.047748200592615
603,27.28138239938283
604,38.42780392927162
605,48.79270565021801
606,66.53592629775476
607,38.93607924661
608,60.91565062497614
609,15.623628796098993
610,64.37868628871954
611,56.778013309910214
612,47.69144910289495
613,45.7962312562137
614,25.623520391276283
615,27.723252681566855
616,15.929957442953068
617,14.214579604390037
618,57.28865985106438
619,59.636218982856725
620,60.443550185777426
621,36.5948142342375
622,44.08284776584188
623,10.9178186224706
624,24.7601758337634
625,28.425675322623277
626,18.22427964384495
627,39.06559186334119
628,20.537748653306494
629,48.8924800150072
630,57.9912420137634
631,38.50971508310381
632,25.41402508321443
633,60.83294845126582
634,23.039901217595187
635,37.18215495377864
636,22.4847232046293
637,24.942819117429035
638,38.985677054429544
639,25.938462492869945
640,27.614512582256122
641,33.40116717134665
642,41.44538487238961
643,68.58932409498809
644,62.9854089349546
645,13.760516928929722
646,48.32246466463248
647,19.38316293424792
648,52.80813639408134
649,54.44176884858598
650,10.826499522722967
651,46.0186871124264
652,67.53332617587947
653,52.48555244256345
654,34.81289057958405
655,65.68527409022865
656,68.02214717847865
657,17.850987829523387
658,67.3681478347501
659,29.795444664972496
660,58.93229191073082
661,27.92314190439224
662,26.4528637183872
663,47.81306703222473
664,13.712145275207002
665,48.333114479490156
666,24.57174913962086
667,38.17841352098739
668,29.76626796485013
669,22.075459933998903
670,49.51342751695555
671,14.95702066146412
672,34.968898041997335
673,45.579767712952695
674,58.51362779368897
675,23.658414794909955
676,18.42855232469419
677,5.0
678,38.040387867254125
679,19.4128061327367
680,46.40758518251785
681,25.81895174894393
682,25.248831672844354
683,26.8016222123993
684,31.20822221885226
685,24.583950096370618
686,51.20901489963027
687,21.815380578858836
688,38.32426565937298
689,34.2408916496329
690,66.93393866406974
691,25.592194801206112
692,8.109203837112792
693,39.29786371645747
694,5.0
695,20.74158216763638
696,16.646287871956144
697,24.206263490666423
698,35.01582330297804
699,37.98605121576599
700,8.008738535695137
701,54.86843752958038
702,23.585056635320694
703,45.63552407550323
704,13.240939779711109
705,31.515642909339007
706,25.12985949668381
707,20.79064487152908
708,32.85186960755668
709,16.231041493938626
710,31.298896596399345
711,33.18448949027971
712,49.588326358876614
713,48.65069355920058
714,19.468682710840366
715,49.51739455070875
716,14.76774149724411
717,21.347599432419802
718,22.401869021200877
719,18.461201493538542
720,47.43375595973019
721,61.072730906764995
722,29.587558727616937
723,20.99291977303519
724,24.57445314567186
725,41.19835413508282
726,33.740828606942806
727,26.09998134793794
728,27.45405395363953
729,35.808611099945345
730,23.303083124149026
731,71.78088934479035
732,21.154954078099717
733,23.433176789115564
734,28.183190117888806
735,46.95537126255692
736,70.81394224262712
737,65.33050351472221
738,27.629457685094305
739,54.81582315384832
740,23.61825966745628
741,13.222000791554267
742,42.29415594918452
743,33.27057548425329
744,17.975048318843083
745,27.030198439535795
746,5.000558734591831
747,37.944637363040634
748,27.429278799066847
749,37.86250621103427
750,52.933529488520925
751,46.81860196316385
752,18.130423874549432
753,43.16205239632784
754,45.86943674515892
755,54.88832402982106
756,19.09898887996486
757,57.92940163439425
758,22.573374084371885
759,25.62336835973204
760,45.84508454092878
761,32.999575564133615
762,25.895067567230495
763,20.30362522601077
764,28.659769574250447
765,31.84044061200659
766,34.07382620079654
767,30.978702605175396
768,27.719742426299828
769,16.315944987504707
770,31.64790262651484
771,46.015006265958654
772,30.111018092400737
773,29.27054574194841
774,5.0
775,43.375495713877946
776,13.002243790511828
777,28.641601357771528
778,16.598013895818443
779,51.24859849057939
780,60.91385382991808
781,59.26945643500361
782,15.484058130931153
783,35.159717878284965
784,26.41566284866808
785,11.13088849388339
786,34.473909269464066
787,42.34847404309433
788,52.20473163047868
789,17.135004324138947
790,48.674985829318864
791,24.938773705199228
792,16.299385130569235
793,65.36644041389536
794,18.713866732968086
795,37.52281750717983
796,29.32671151131509
797,29.210001998407993
798,28.689751105508815
799,22.652381752096158
800,33.22745742552825
801,47.53511679147612
802,11.697169633262444
803,26.896945273349154
804,15.13890337931121
805,18.840135668887985
806,46.32857566863241
807,18.905816719098954
808,26.357922285202473
809,15.895225574373766
810,34.764473908572235
811,9.180090507709092
812,7.294073943129592
813,30.432176897159263
814,49.493341564746835
815,19.123813219771776
816,47.8535279564234
817,10.292060038218201
818,43.47097577107688
819,34.5105800600098
820,25.6702600307167
821,7.39267012877332
822,58.28103485590385
823,30.791618999582564
824,48.37734189037477
825,25.058415579119455
826,56.508299762339185
827,15.51492650408032
828,33.39235274225415
829,67.1231236235021
830,18.24609020775284
831,14.45869415771302
832,65.87914662977869
833,7.166281726088568
834,45.90445828140838
835,55.61397046752935
836,31.900406003160704
837,17.041547815311446
838,19.02710212334608
839,21.50198296287235
840,29.82762643063464
841,38.741489515939506
842,36.15704566795934
843,53.17923060371261
844,34.25248436621889
845,47.07700878404891
846,8.364706305370035
847,14.11240214233333
848,14.82624471672535
849,48.35977963989898
850,57.486576582649185
851,17.2466140501043
852,5.0
853,37.76320045067265
854,6.82320011769906
855,32.5136374145619
856,28.977002334489143
857,36.38461487828547
858,20.845166571859405
859,71.70730708744557
860,40.540705444759126
861,55.92367032516093
862,52.12193034672688
863,16.93973222624323
864,59.750200166880404
865,42.67293855391663
866,29.20768527194212
867,42.49800948777499
868,23.08575433188163
869,23.402914106937935
870,47.87584512258817
871,27.562051240766838
872,29.59373767689667
873,16.395395500490633
874,21.36220331769637
875,30.422400763665237
876,42.88959876840055
877,30.268143791427267
878,31.213793959876963
879,33.49705638053023
880,59.95112185014027
881,18.846332316904633
882,24.490199986987683
883,23.861250188089574
884,5.480351745900053
885,11.834076808615013
886,6.945938681009342
887,65.98532252454889
888,19.742342723090477
889,38.89432934024654
890,37.81275634338749
891,32.86237831255787
892,45.59715776447298
893,20.75002293735528
894,9.680169118896703
895,18.387228835794296
896,30.053698551420897
897,43.647975914559375
898,8.388911441501081
899,19.018215321140392
900,32.44200089344627
901,40.812071787531224
902,35.993891342199376
903,15.11318858017663
904,50.347010556988714
905,43.40743706337717
906,22.572434478524126
907,53.24708665465877
908,62.80782971843176
909,38.702983220680075
910,42.47964058465186
911,38.77938615862806
912,18.397941951198135
913,69.88741680220568
914,16.621468858755847
915,50.632521283265916
916,33.038702045128296
917,25.4436136906673
918,36.13019525232588
919,25.336097287531246
920,34.000616718364306
921,24.841581584246185
922,30.521282607779867
923,46.16793981079663
924,69.20550117712311
925,50.15344950791096
926,38.09883299069669
927,32.017429003165766
928,29.268433611306023
929,20.895347366882135
930,49.504362463998326
931,7.878693167788545
932,14.16492450371708
933,39.38912502733579
934,51.2156446142475
935,33.80394369211822
936,28.809101116437624
937,57.52537437017039
938,17.262597342738076
939,30.19928120315663
940,18.785063600109016
941,36.33569022328071
942,24.818693676880702
943,10.305555879753584
944,12.65167854495776
945,44.77247259139471
946,30.490407202681542
947,34.40520766760892
948,35.335864575065465
949,57.52880131109488
950,27.2268346886505
951,46.326457118280324
952,13.573870441197904
953,16.38710322520921
954,43.173431536987344
955,44.522677871290384
956,28.554482663184487
957,23.639873445070474
958,11.077311952860192
959,68.46008494163472
960,21.029613864769548
961,21.5216092894812
962,73.79734787791242
963,36.41044742564859
964,5.0
965,25.15787854780274
966,30.361369788307535
967,23.612456465281745
968,38.90384113650133
969,33.425853492580224
970,17.370581297030913
971,16.348253339280213
972,11.274842564049656
973,46.11817837096899
974,34.17814265035292
975,46.72835884702112
976,34.8288386465254
977,22.10819340216276
978,32.28125329507303
979,36.02499225724085
980,22.66959221698163
981,19.667951436722067
982,44.90738640905646
983,42.03530286584999
984,62.07926793344494
985,53.98218484719527
986,27.678900633216607
987,42.506584901570854
988,30.477277959007953
989,48.71396865085082
990,25.21472720742007
991,34.66899784392214
992,39.42032135043234
993,13.479353569463074
994,26.505429331401764
995,56.88144288577299
996,43.89345254526094
997,58.515643166729404
998,35.67236791783173
999,31.620283712460317
1000,33.78490681805709
1001,25.630394879230884
1002,30.96569305655747
1003,9.541050671506278
1004,13.310510066648252
1005,8.694599913179786
1006,13.720790701365871
1007,15.610932550282905
1008,41.2741339933917
1009,22.16446275692605
1010,13.033972759253418
1011,40.48662290508422
1012,21.305053134324023
1013,40.80348064825829
1014,57.50939060417723
1015,46.5834979238792
1016,28.26979087729499
1017,6.618003078785975
1018,8.789290150446295
1019,45.836907295305544
1020,18.549525600790655
1021,24.056020206940076
1022,5.0
1023,33.955100509526886
1024,21.705342430817307
1025,41.806219599291765
1026,41.91764647744532
1027,48.555778902461185
1028,39.49678093715602
1029,40.85689112493954
1030,24.249960343922115
1031,37.74451902195206
1032,48.79316848018171
1033,20.4337673079152
1034,39.37065120010803
1035,26.780546158453323
1036,50.284819949562774
1037,65.9837741079282
1038,36.059500842564404
1039,48.86761565926705
1040,5.0
1041,49.31022855539938
1042,17.919964132876707
1043,9.503664349824046
1044,17.01538773956692
1045,27.01221453317019
1046,30.418228523796863
1047,54.98251662258414
1048,22.09245322183745
1049,42.87040398038006
1050,26.363239019126038
1051,21.938111360060137
1052,13.67467044091761
1053,30.019018941019592
1054,37.37331653832085
1055,34.25100443485565
1056,16.32598166488861
1057,27.473689341679037
1058,38.44218730280109
1059,21.45129979546954
1060,33.53688872446784
1061,38.318840413480935
1062,13.033570007985604
1063,35.50134009469496
1064,65.3186733012571
1065,24.103274150537416
1066,35.34792349616609
1067,16.03015309816651
1068,50.253968581790545
1069,41.57809953578806
1070,31.171640695685248
1071,25.798749374139753
1072,7.1029852174123596
1073,33.709403874087194
1074,53.78025643428105
1075,67.97132903611617
1076,23.20777346989881
1077,33.467317361156695
1078,61.12280725484439
1079,45.74065628722795
1080,54.398665607962386
1081,40.94778615926995
1082,47.67959757628711
1083,37.973221172164216
1084,25.52975857162936
1085,24.502719307948322
1086,14.424109725672865
1087,40.32577110674039
1088,30.819988655018665
1089,34.63428518003292
1090,34.85121499207764
1091,51.01973524600428
1092,15.996892860780227
1093,5.483228407694626
1094,29.404198696505386
1095,38.10924633535642
1096,15.699782133978177
1097,34.733281425604
1098,14.808972285977969
1099,36.032869726106284
1100,38.2645845894622
1101,39.900063122202624
1102,22.914368223144916
1103,23.920428989523348
1104,26.115810190926997
1105,45.836481985409286
1106,58.53182195450378
1107,37.2285349166241
1108,61.75912774157924
1109,33.53801168139822
1110,30.51950739461483
1111,31.23161223148957
1112,48.89556197440062
1113,29.495348220670426
1114,64.14819701461187
1115,28.229809904837015
1116,24.38855091542106
1117,26.3706290569756
1118,11.492552477091774
1119,67.14274791743054
1120,48.16786668502411
1121,45.23011662856719
1122,30.191552834659685
1123,38.81729471946568
1124,40.14973011286544
1125,33.3388363819994
1126,31.424103818882298
1127,28.288003912085152
1128,47.64939083457056
1129,64.49586213914348
1130,50.08173172338009
1131,20.679340961118047
1132,19.53262933564463
1133,29.596079188519276
1134,27.333761782886768
1135,25.48345764906988
1136,29.324381437370906
1137,35.103328776240524
1138,10.41447946128027
1139,14.794770141569755
1140,52.84699362897839
1141,5.0
1142,20.969740383324304
1143,47.50240479449615
1144,42.15142378402271
1145,35.41418280488071
1146,22.728437540108366
1147,40.875578396913696
1148,52.83985184470845
1149,43.32031533402418
1150,26.499330799212345
1151,7.162525700365767
1152,32.373931757323575
1153,56.512200562688456
1154,63.4484477450023
1155,25.436068735732082
1156,37.88649643940444
1157,35.9968511484884
1158,36.25377401149188
1159,43.655556474873755
1160,62.631265853670435
1161,23.238074080078906
1162,40.98494539903561
1163,37.81201515385547
1164,15.437880121875189
1165,33.635671828193736
1166,39.1499829538881
1167,8.714853350436256
1168,29.283708861781104
1169,50.97615955707443
1170,76.6140780806529
1171,57.367518630842326
1172,43.546281921440325
1173,57.880522698144276
1174,46.07920906444328
1175,7.193768580217257
1176,15.504945259208899
1177,36.63417292460284
1178,5.0
1179,5.0
1180,45.83890356039429
1181,55.95273432845852
1182,49.59744396581666
1183,35.47104735417475
1184,26.52668802101492
1185,76.30546826757877
1186,19.392144959203637
1187,41.53816194782026
1188,32.71945694128465
1189,24.440158656627762
1190,45.85409323854139
1191,54.51048531128715
1192,41.185299590545235
1193,10.336209989366465
1194,26.852764357394143
1195,5.0
1196,11.718215663933568
1197,6.942745635702351
1198,66.18557372241416
1199,17.251560913767207
1200,69.47348538573833
1201,20.306861631361127
1202,20.339261966321395
1203,47.60704451294267
1204,27.366287321375065
1205,43.78949496087633
1206,31.06901402043405
1207,39.43248154019264
1208,50.92211547556751
1209,39.276066847772
1210,36.155627111768176
1211,39.26590399603711
1212,51.510698263051765
1213,8.555678227299985
1214,14.70064595378874
1215,57.24343741974343
1216,26.34043207449288
1217,46.65682930716985
1218,67.64661096699564
1219,23.26792984286817
1220,40.7150650150562
1221,69.91169635283582
1222,49.50937055811617
1223,43.877481369369995
1224,11.288743875914681
1225,57.84765975445831
1226,18.951944664092714
1227,18.049221178715506
1228,30.50958076843036
1229,17.69114378330447
1230,23.726420112569908
1231,56.77037990654201
1232,32.23356560501093
1233,29.146925193662675
1234,13.999227232812956
1235,20.298899650871366
1236,5.0
1237,19.606861940338664
1238,34.5839637804934
1239,25.34815030162532
1240,43.92105303815959
1241,66.46432628304042
1242,13.79195463162571
1243,19.440935506296647
1244,27.173408637259794
1245,36.69402744828578
1246,5.500758945293873
1247,18.622749646370444
1248,54.35325006984423
1249,34.779780108713396
1250,34.122591275461936
1251,50.46586950897915
1252,26.924002206619047
1253,35.82441438327314
1254,19.10386325904253
1255,17.7202488955518
1256,19.639834479212574
1257,20.893737600120176
1258,39.12906649691324
1259,35.28718592326918
1260,45.73798993967095
1261,26.21340404882203
1262,23.53251544080443
1263,44.50086584000742
1264,34.464851220710436
1265,41.151871167912155
1266,19.836794753989786
1267,11.154490998688312
1268,31.033236657731756
1269,24.661937425031123
1270,54.94239864926246
1271,14.427831192764105
1272,70.13708472725548
1273,17.513261764734324
1274,6.563175124390851
1275,50.1267970815545
1276,23.15238691866676
1277,61.318123606090616
1278,31.892460506755864
1279,74.02768141620082
1280,5.0
1281,58.86503229807044
1282,47.68944047193659
1283,12.912733834629812
1284,6.267663123578897
1285,70.10971379926592
1286,18.56483273586194
1287,76.1638072692041
1288,48.29728128005735
1289,5.0
1290,20.549736169207897
1291,59.59794084568508
1292,27.9316874418728
1293,45.073200017341364
1294,16.384424796802953
1295,13.206780947454927
1296,41.163128808930324
1297,15.79267003448734
1298,21.848004330814717
1299,25.292235810289892
1300,27.800762565451638
1301,24.47911879945965
1302,41.24368197217375
1303,37.636825537919286
1304,18.623951665629903
1305,46.35411129040747
1306,51.15604726658932
1307,41.148419528528784
1308,34.8698005612118
1309,10.680267167189106
1310,41.300063766151226
1311,61.40523350733479
1312,21.114216570295437
1313,9.05716386150504
1314,38.56766385974936
1315,30.2274156807269
1316,36.704016568347754
1317,48.45850995502616
1318,21.669201485440436
1319,21.956893958688493
1320,46.24663300175726
1321,21.143448421928472
1322,38.41077348306903
1323,16.574910504245988
1324,19.298799191477077
1325,15.143052200594415
1326,28.420666674467437
1327,28.134122141595412
1328,14.289766514157579
1329,81.09685939945363
1330,24.730999223063897
1331,27.628351544620518
1332,33.579660143066654
1333,34.85578981149207
1334,50.50335994306242
1335,32.95247259001328
1336,38.46373691445682
1337,18.651559704323287
1338,15.53233947345217
1339,24.945411432128225
1340,23.50756959138476
1341,17.4465064906386
1342,19.81102020083101
1343,50.99986893990884
1344,20.04263700661129
1345,33.66261262359084
1346,5.0
1347,17.95234250511349
1348,36.356526357699614
1349,34.12237104911586
1350,34.938499070671746
1351,29.990070233058848
1352,35.921930736720284
1353,44.981521445269344
1354,20.792825746849214
1355,11.120894320549603
1356,30.448756023363128
1357,43.605710919036724
1358,21.099357691637604
1359,52.51884040093161
1360,43.87841812344991
1361,21.659854485491806
1362,54.59207836687834
1363,28.244231065782476
1364,25.906413157887897
1365,50.74635378086051
1366,10.302636481384335
1367,14.731972502576513
1368,31.152266143951163
1369,27.927570451242918
1370,67.59798232936114
