item_idx,price
976,6.04
977,6.04
978,117.35
979,8.65
980,10.12
981,12.4
982,27.65124370934108
983,6.04
984,34.99
985,5.754305052565434
986,7.43
987,10.12
988,4.0
989,78.14
990,0.85
991,10.12
992,10.08
993,7.18
994,0.85
995,6.03
996,2.24
997,7.43
998,54.95
999,7.43
1000,10.12
1001,10.12
1002,487.0
1003,23.11
1004,429.99
1005,42.32
1006,104.95
1007,12.4
1008,12.4
1009,12.4
1010,335.95
1011,8.65
1012,12.4
1013,16.87
1014,27.13723519957873
1015,35.58996130112838
1016,2.94
1017,8.34
1018,21.05324228187616
1019,4.17
1020,13.69
1021,2.54
1022,2.54
1023,7.28
1024,3.31
1025,2.54
1026,2.54
1027,2.54
1028,5.99
1029,4.09
1030,3.83
1031,2.54
1032,2.54
1033,14.0
1034,3.73
1035,2.54
1036,2.54
1037,4.17
1038,3.84
1039,2.18
1040,2.54
1041,2.54
1042,2.54
1043,10.99
1044,2.54
1045,8.56
1046,34.99
1047,7.43
1048,2.54
1049,6.04
1050,7.43
1051,7.43
1052,3.28
1053,22.63797117719841
1054,2.54
1055,3.91
1056,6.04
1057,43.65435463268616
1058,2.54
1059,45.71127440909496
1060,16.85432375907661
1061,2.54
1062,48.17
1063,1.96
1064,2.54
1065,10.99
1066,2.54
1067,4.26
1068,2.54
1069,26.71767368307269
1070,17.842663455239077
1071,31.945600666922147
1072,32.693620910750674
1073,9.99
1074,7.546402261248416
1075,2.54
1076,28.99
1077,5.94
1078,4.29
1079,1.96
1080,15.41
1081,6.04
1082,8.65
1083,8.65
1084,179.99
1085,12.4
1086,1.96
1087,7.43
1088,7.43
1089,15.3301950957678
1090,32.82225813207298
1091,21.19874527612396
1092,48.32619370907166
1093,7.43
1094,7.99
1095,14.99
1096,36.99
1097,11.99
1098,10.99
1099,7.99
1100,9.99
1101,24.99
1102,6.29
1103,8.99
1104,18.99
1105,20.37492800819912
1106,10.12
1107,14.4
1108,17.95
1109,12.4
1110,17.800669366434498
1111,9.99
1112,33.03191043042875
1113,46.15988697615592
1114,37.723472528332906
1115,27.59380526873358
1116,31.04316183994552
1117,12.32907209177258
1118,23.405954695003896
1119,48.538332897340254
1120,14.30589109076425
1121,16.464906741929923
1122,12.99
1123,36.72368615870299
1124,10.99
1125,7.99
1126,8.99
1127,7.995017564264484
1128,2.2856667713366874
1129,48.67080180991179
1130,21.7307851651012
1131,8.99
1132,29.072250889599555
1133,9.99
1134,15.888519964428433
1135,7.99
1136,7.99
1137,2.99
1138,89.99
1139,7.424530742305384
1140,13.907844331224997
1141,24.242940582333063
1142,9.06
1143,6.04
1144,21.284774102840636
1145,16.487583039349214
1146,6.77
1147,8.65
1148,63.67214711660414
1149,22.34
1150,7.280091157101036
1151,24.95
1152,12.4
1153,226.2
1154,41.31163712809924
1155,16.831546176156106
1156,6.99
1157,12.99
1158,9.99
1159,12.99
1160,14.805483875926924
1161,10.99
1162,1.96
1163,11.98
1164,2.54
1165,7.43
1166,59.99
1167,14.69
1168,2.54
1169,124.99
1170,79.99
1171,8.65
1172,21.15
1173,89.99
1174,14.74
1175,44.99
1176,149.99
1177,2.54
1178,8.65
1179,7.43
1180,10.99
1181,15.98
1182,29.99
1183,66.99
1184,149.99
1185,8.65
1186,14.99
1187,12.49
1188,9.99
1189,7.99
1190,7.43
1191,8.65
1192,8.65
1193,8.39
1194,7.43
1195,16.02
1196,14.3
1197,2.0
1198,17.99
1199,40.8434344206774
1200,9.98
1201,68.99
1202,24.99
1203,8.65
1204,19.99
1205,2.85
1206,2.85
1207,6.71
1208,4.92
1209,1.41
1210,6.42
1211,2.85
1212,1.41
1213,2.85
1214,6.71
1215,6.71
1216,2.85
1217,1.41
1218,6.42
1219,5.95
1220,2.85
1221,1.41
1222,1.41
1223,1.41
1224,6.71
1225,6.71
1226,10.08
1227,14.122388315151465
1228,3.35859993488478
1229,21.9954220438288
1230,4.0
1231,6.922460254882222
1232,17.85407410913763
1233,11.798932402285867
1234,13.489565964939956
1235,4.501304379580681
1236,7.99
1237,41.4066561315812
1238,6.04
1239,50.632932401120335
1240,6.04
1241,31.853354010586205
1242,6.04
1243,34.98745788445627
1244,25.611864853760157
1245,30.647802120477717
1246,20.99
1247,16.99
1248,9.99
1249,11.99
1250,22.99
1251,13.99
1252,14.99
1253,16.99
1254,10.99
1255,8.99
1256,59.329878846001584
1257,13.99
1258,12.99
1259,17.99
1260,18.99
1261,21.99
1262,15.99
1263,9.99
1264,15.99
1265,13.99
1266,11.99
1267,26.725030619297
1268,8.99
1269,59.99
1270,7.99
1271,10.99
1272,2.30537471135812
1273,13.99
1274,14.99
1275,14.945505674266842
1276,12.59
1277,13.99
1278,23.284727210791832
1279,60.45310897266444
1280,15.98
1281,12.99
1282,14.98
1283,11.56
1284,11.99
1285,11.99
1286,11.99
1287,28.2948551304136
1288,12.59
1289,12.59
