item_idx,0,1,2,3
212,0,0,0,1
213,0,0,0,1
214,0,0,0,1
215,0,0,0,1
216,0,0,0,1
217,0,0,0,1
218,0,0,0,1
219,0,0,0,1
220,0,0,0,1
221,0,0,0,1
222,0,0,0,1
223,0,0,0,1
224,0,0,0,1
225,0,0,0,1
226,0,0,0,1
227,0,0,0,1
228,0,0,0,1
229,0,0,0,1
230,0,0,0,1
231,0,0,0,1
232,0,0,0,1
233,0,0,0,1
234,0,0,0,1
235,0,0,0,1
236,0,0,0,1
237,0,0,0,1
238,0,0,0,1
239,0,0,0,1
240,0,0,0,1
241,0,0,0,1
242,0,0,0,1
243,0,0,0,1
244,0,0,0,1
245,0,0,0,1
246,0,0,0,1
247,0,0,0,1
248,0,0,0,1
249,0,0,0,1
250,0,0,0,1
251,0,0,0,1
252,0,0,0,1
253,0,0,0,1
254,0,0,0,1
255,0,0,0,1
256,0,0,0,1
257,0,0,0,1
258,0,0,0,1
259,0,0,0,1
260,0,0,0,1
261,0,0,0,1
262,0,0,0,1
263,0,0,0,1
264,0,0,0,1
265,0,0,0,1
266,0,0,0,1
267,0,0,0,1
268,0,0,0,1
269,0,0,0,1
270,0,0,0,1
271,0,0,0,1
272,0,0,0,1
273,0,0,0,1
274,0,0,0,1
275,0,0,0,1
276,0,0,0,1
277,0,0,0,1
278,0,0,0,1
279,0,0,0,1
280,0,0,0,1
281,0,0,0,1
282,0,0,0,1
283,0,0,0,1
284,0,0,0,1
285,0,0,0,1
286,0,0,0,1
287,0,0,0,1
288,0,0,0,1
289,0,0,0,1
290,0,0,0,1
291,0,0,0,1
292,0,0,0,1
293,0,0,0,1
294,0,0,0,1
295,0,0,0,1
296,0,0,0,1
297,0,0,0,1
298,0,0,0,1
299,0,0,0,1
300,0,0,0,1
301,0,0,0,1
302,0,0,0,1
303,0,0,0,1
304,0,0,0,1
305,0,0,0,1
306,0,0,0,1
307,0,0,0,1
308,0,0,0,1
309,0,0,0,1
310,0,0,0,1
311,0,0,0,1
312,0,0,0,1
313,0,0,0,1
314,0,0,0,1
315,0,0,0,1
316,0,0,0,1
317,0,0,0,1
318,0,0,0,1
319,0,0,0,1
320,0,0,0,1
321,0,0,0,1
322,0,0,0,1
323,0,0,0,1
324,0,0,0,1
325,0,0,0,1
326,0,0,0,1
327,0,0,0,1
328,0,0,0,1
329,0,0,0,1
330,0,0,0,1
331,0,0,0,1
332,0,0,0,1
333,0,0,0,1
334,0,0,0,1
335,0,0,0,1
336,0,0,0,1
337,0,0,0,1
338,0,0,0,1
339,0,0,0,1
340,0,0,0,1
341,0,0,0,1
342,0,0,0,1
343,0,0,0,1
344,0,0,0,1
345,0,0,0,1
346,0,0,0,1
347,0,0,0,1
348,0,0,0,1
349,0,0,0,1
350,0,0,0,1
351,0,0,0,1
352,0,0,0,1
353,0,0,0,1
354,0,0,0,1
355,0,0,0,1
356,0,0,0,1
357,0,0,0,1
358,0,0,0,1
359,0,0,0,1
360,0,0,0,1
361,0,0,0,1
362,0,0,0,1
363,0,0,0,1
364,0,0,0,1
365,0,0,0,1
366,0,0,0,1
367,0,0,0,1
368,0,0,0,1
369,0,0,0,1
370,0,0,0,1
371,0,0,0,1
372,0,0,0,1
373,0,0,0,1
374,0,0,0,1
375,0,0,0,1
376,0,0,0,1
377,0,0,0,1
378,0,0,0,1
379,0,0,0,1
380,0,0,0,1
381,0,0,0,1
382,0,0,0,1
383,0,0,0,1
384,0,0,0,1
385,0,0,0,1
386,0,0,0,1
387,0,0,0,1
388,0,0,0,1
389,0,0,0,1
390,0,0,0,1
391,0,0,0,1
392,0,0,0,1
393,0,0,0,1
394,0,0,0,1
395,0,0,0,1
396,0,0,0,1
397,0,0,0,1
398,0,0,0,1
399,0,0,0,1
400,0,0,0,1
401,0,0,0,1
402,0,0,0,1
403,0,0,0,1
404,0,0,0,1
405,0,0,0,1
406,0,0,0,1
407,0,0,0,1
408,0,0,0,1
409,0,0,0,1
410,0,0,0,1
411,0,0,0,1
412,0,0,0,1
413,0,0,0,1
414,0,0,0,1
415,0,0,0,1
416,0,0,0,1
417,0,0,0,1
418,0,0,0,1
419,0,0,0,1
420,0,0,0,1
421,0,0,0,1
422,0,0,0,1
423,0,1,0,0
424,0,1,0,0
425,0,1,0,0
426,0,1,0,0
427,0,1,0,0
428,0,1,0,0
429,0,1,0,0
430,0,1,0,0
431,0,1,0,0
432,0,1,0,0
433,0,1,0,0
434,0,1,0,0
435,0,1,0,0
436,0,1,0,0
437,0,1,0,0
438,0,1,0,0
439,0,1,0,0
440,0,1,0,0
441,0,1,0,0
442,0,1,0,0
443,0,1,0,0
444,0,1,0,0
445,0,1,0,0
446,0,1,0,0
447,0,1,0,0
448,0,1,0,0
449,0,1,0,0
450,0,1,0,0
451,0,1,0,0
452,0,1,0,0
453,0,1,0,0
454,0,1,0,0
455,0,1,0,0
456,0,1,0,0
457,0,1,0,0
458,0,1,0,0
459,0,1,0,0
460,0,1,0,0
461,0,1,0,0
462,0,1,0,0
463,0,1,0,0
464,0,1,0,0
465,0,1,0,0
466,0,1,0,0
467,0,1,0,0
468,0,1,0,0
469,0,1,0,0
470,0,1,0,0
471,0,1,0,0
472,0,1,0,0
473,0,1,0,0
474,0,1,0,0
475,0,1,0,0
476,0,1,0,0
477,0,1,0,0
478,0,1,0,0
479,0,1,0,0
480,0,1,0,0
481,0,1,0,0
482,0,1,0,0
483,0,1,0,0
484,0,1,0,0
485,0,1,0,0
486,0,1,0,0
487,0,1,0,0
488,0,1,0,0
489,0,1,0,0
490,0,1,0,0
491,0,1,0,0
492,0,1,0,0
493,0,1,0,0
494,0,1,0,0
495,0,1,0,0
496,0,1,0,0
497,0,1,0,0
498,0,1,0,0
499,0,1,0,0
500,0,0,0,1
501,0,0,0,1
502,0,0,0,1
503,0,0,0,1
504,0,0,0,1
505,0,0,0,1
506,0,0,0,1
507,0,0,0,1
508,0,0,0,1
509,0,0,0,1
510,0,0,0,1
511,0,0,0,1
512,0,0,0,1
513,0,0,0,1
514,0,0,0,1
515,0,0,0,1
516,0,0,0,1
517,0,0,0,1
518,0,0,0,1
519,0,0,0,1
520,0,0,0,1
521,0,0,0,1
522,0,0,0,1
523,0,0,0,1
524,0,0,0,1
525,0,0,0,1
526,0,0,0,1
527,0,0,0,1
528,0,0,0,1
529,0,0,0,1
530,0,0,0,1
531,0,0,0,1
532,0,0,0,1
533,0,0,0,1
534,0,0,0,1
535,0,0,0,1
536,0,0,0,1
537,0,0,0,1
538,0,0,0,1
539,0,0,0,1
540,0,0,0,1
541,0,0,0,1
542,0,0,0,1
543,0,0,0,1
544,0,0,0,1
545,0,0,0,1
546,0,0,0,1
547,0,0,0,1
548,0,0,0,1
549,0,0,0,1
550,0,0,0,1
551,0,0,0,1
552,0,0,0,1
553,0,0,0,1
554,0,0,0,1
555,0,0,0,1
556,0,0,0,1
557,0,0,0,1
558,0,0,0,1
559,0,0,0,1
560,0,0,0,1
561,0,0,0,1
562,0,0,0,1
563,0,0,0,1
564,0,0,0,1
565,0,0,0,1
566,0,0,0,1
567,0,0,0,1
568,0,0,0,1
569,0,0,0,1
570,0,0,0,1
571,0,0,0,1
572,0,0,0,1
573,0,0,0,1
574,0,0,0,1
575,0,0,0,1
576,0,0,0,1
577,0,0,0,1
578,0,0,0,1
579,0,1,0,0
580,0,1,0,0
581,0,1,0,0
582,0,1,0,0
583,0,1,0,0
584,0,1,0,0
585,0,1,0,0
586,0,1,0,0
587,0,1,0,0
588,0,1,0,0
589,0,1,0,0
590,0,1,0,0
591,0,1,0,0
592,0,1,0,0
593,0,1,0,0
594,0,1,0,0
595,0,1,0,0
596,0,1,0,0
597,0,1,0,0
598,0,1,0,0
599,0,1,0,0
600,0,1,0,0
601,0,1,0,0
602,0,1,0,0
603,0,1,0,0
604,0,1,0,0
605,0,1,0,0
606,0,1,0,0
607,0,1,0,0
608,0,1,0,0
609,0,1,0,0
610,0,1,0,0
611,0,1,0,0
612,0,1,0,0
613,0,1,0,0
614,0,1,0,0
615,0,1,0,0
616,0,1,0,0
617,0,1,0,0
618,0,1,0,0
619,0,1,0,0
620,0,1,0,0
621,0,1,0,0
622,0,1,0,0
623,0,1,0,0
624,0,1,0,0
625,0,1,0,0
626,0,1,0,0
627,0,0,0,1
628,0,0,0,1
629,0,0,0,1
630,0,0,0,1
631,0,0,0,1
632,0,0,0,1
633,0,0,0,1
634,0,0,0,1
635,0,0,0,1
636,0,0,0,1
637,0,0,0,1
638,0,0,0,1
639,0,0,0,1
640,0,0,0,1
641,0,0,0,1
642,0,0,0,1
643,0,0,0,1
644,0,0,0,1
645,0,0,0,1
646,0,0,0,1
647,0,0,0,1
648,0,0,0,1
649,0,0,0,1
650,0,0,0,1
651,0,0,0,1
652,0,0,0,1
653,0,0,0,1
654,0,0,0,1
655,0,0,0,1
656,0,0,0,1
657,0,0,0,1
658,0,0,0,1
659,0,0,0,1
660,0,0,0,1
661,0,0,0,1
662,0,0,0,1
663,0,0,0,1
664,0,0,0,1
665,0,0,0,1
666,0,0,0,1
667,0,0,0,1
668,0,0,0,1
669,0,0,0,1
670,0,0,0,1
671,0,0,0,1
672,0,0,0,1
673,0,0,0,1
674,0,0,0,1
675,0,0,0,1
676,0,0,0,1
677,0,0,0,1
678,0,0,0,1
679,0,0,0,1
680,0,0,0,1
681,0,0,0,1
682,0,0,0,1
683,0,0,0,1
684,0,0,0,1
685,0,0,0,1
686,0,0,0,1
687,0,0,0,1
688,0,0,0,1
689,0,0,0,1
690,0,0,0,1
691,0,0,0,1
692,0,0,0,1
693,0,0,0,1
694,0,0,0,1
695,0,0,0,1
696,0,0,0,1
697,0,0,0,1
698,0,0,0,1
699,0,0,0,1
700,0,0,0,1
701,0,0,0,1
702,0,0,0,1
703,0,0,0,1
704,0,0,0,1
705,0,0,0,1
706,0,0,0,1
707,0,0,0,1
708,0,0,0,1
709,0,0,0,1
710,0,0,0,1
711,0,0,0,1
712,0,0,0,1
713,0,0,0,1
714,0,0,0,1
715,0,0,0,1
716,0,0,0,1
717,0,0,0,1
718,0,0,0,1
719,0,0,0,1
720,0,0,0,1
721,0,0,0,1
722,0,0,0,1
723,0,0,0,1
724,0,0,0,1
725,0,0,0,1
726,0,0,0,1
727,0,0,0,1
728,0,0,0,1
729,0,0,0,1
730,0,0,0,1
731,0,0,0,1
732,0,0,0,1
733,0,0,0,1
734,0,0,0,1
735,0,0,0,1
736,0,0,0,1
737,0,0,0,1
738,0,0,0,1
739,0,0,0,1
740,0,0,0,1
741,0,0,0,1
742,0,0,0,1
743,0,0,0,1
744,0,0,0,1
745,0,0,0,1
746,0,0,1,0
747,0,0,1,0
748,0,0,1,0
749,0,0,1,0
750,0,0,1,0
751,0,0,1,0
752,0,0,1,0
753,0,0,1,0
754,0,0,1,0
755,0,0,1,0
756,0,0,1,0
757,0,0,1,0
758,0,0,1,0
759,0,0,1,0
760,0,0,1,0
761,0,0,1,0
762,0,0,1,0
763,0,0,1,0
764,0,0,1,0
765,0,0,1,0
766,0,0,1,0
767,0,0,1,0
768,0,0,1,0
769,0,0,1,0
770,0,0,1,0
771,0,0,1,0
772,0,0,1,0
773,0,0,1,0
774,0,0,1,0
775,0,0,1,0
776,0,0,1,0
777,0,0,1,0
778,0,0,1,0
779,0,0,1,0
780,0,0,1,0
781,0,0,1,0
782,0,0,1,0
783,0,0,1,0
784,0,0,1,0
785,0,0,1,0
786,0,0,1,0
787,0,0,1,0
788,0,0,1,0
789,0,0,1,0
790,0,0,1,0
791,0,0,1,0
792,0,0,1,0
793,0,0,1,0
794,0,0,1,0
795,0,0,1,0
796,0,0,1,0
797,0,0,1,0
798,0,0,1,0
799,0,0,1,0
800,0,0,1,0
801,0,0,1,0
802,0,0,1,0
803,0,0,1,0
804,0,0,1,0
805,0,0,1,0
806,0,0,1,0
807,0,0,1,0
808,0,0,1,0
809,0,0,1,0
810,0,0,1,0
811,0,0,1,0
812,0,0,1,0
813,0,0,1,0
814,0,0,1,0
815,0,0,1,0
816,0,0,1,0
817,0,0,1,0
818,0,0,1,0
819,0,0,1,0
820,0,0,1,0
821,0,0,1,0
822,0,0,1,0
823,0,0,1,0
824,0,0,1,0
825,0,0,1,0
826,0,0,1,0
827,0,0,1,0
828,0,0,1,0
829,0,0,1,0
830,0,0,1,0
831,0,0,1,0
832,0,0,1,0
833,0,0,1,0
834,0,0,1,0
835,0,0,1,0
836,0,0,1,0
837,0,0,1,0
838,0,0,1,0
839,0,0,1,0
840,0,0,1,0
841,0,0,1,0
842,0,0,1,0
843,0,0,1,0
844,0,0,1,0
845,0,0,0,1
846,0,0,0,1
847,0,0,0,1
848,0,0,0,1
849,0,0,0,1
850,0,0,0,1
851,0,0,0,1
852,0,0,0,1
853,0,0,0,1
854,0,0,0,1
855,0,0,0,1
856,0,0,0,1
857,0,0,0,1
858,0,0,0,1
859,0,0,0,1
860,0,0,0,1
861,0,0,0,1
862,0,0,0,1
863,0,0,0,1
864,0,0,0,1
865,0,0,0,1
866,0,0,0,1
867,0,0,0,1
868,0,0,0,1
869,0,0,0,1
870,0,0,0,1
871,0,0,0,1
872,0,0,0,1
873,0,0,0,1
874,1,0,0,0
875,1,0,0,0
876,1,0,0,0
877,0,0,0,1
878,0,0,0,1
879,0,0,0,1
880,0,0,0,1
881,0,0,0,1
882,0,0,0,1
883,0,0,0,1
884,0,0,0,1
885,0,0,0,1
886,0,0,0,1
887,0,0,0,1
888,0,0,0,1
889,0,0,0,1
890,0,0,0,1
891,0,0,0,1
892,0,0,0,1
893,0,0,0,1
894,0,0,0,1
895,0,0,0,1
896,0,0,0,1
897,0,0,0,1
898,0,0,0,1
899,0,0,0,1
900,0,0,0,1
901,0,0,0,1
902,0,0,0,1
903,0,0,0,1
904,0,0,0,1
905,0,0,0,1
906,0,0,0,1
907,0,0,0,1
908,0,0,0,1
909,0,0,0,1
910,0,0,0,1
911,0,0,0,1
912,0,0,0,1
913,0,0,0,1
914,0,0,0,1
915,0,0,0,1
916,0,0,0,1
917,0,0,0,1
918,0,0,0,1
919,0,0,0,1
920,0,0,0,1
921,0,0,0,1
922,0,0,0,1
923,0,0,0,1
924,0,0,0,1
925,0,0,0,1
926,0,0,0,1
927,0,0,0,1
928,0,0,0,1
929,0,0,0,1
930,0,0,0,1
931,0,0,0,1
932,0,0,0,1
933,0,0,0,1
934,0,0,0,1
935,0,0,0,1
936,0,0,0,1
937,0,0,0,1
938,0,0,0,1
939,0,0,0,1
940,0,0,0,1
941,0,0,0,1
942,0,0,0,1
943,0,0,0,1
944,0,0,0,1
945,0,0,1,0
946,0,0,1,0
947,0,0,1,0
948,0,0,1,0
949,0,0,1,0
950,0,0,1,0
951,0,0,1,0
952,0,0,1,0
953,0,0,1,0
954,0,0,1,0
955,0,0,1,0
956,0,0,1,0
957,0,0,1,0
958,0,0,1,0
959,0,0,1,0
960,0,0,1,0
961,0,0,1,0
962,0,0,1,0
963,0,0,1,0
964,0,0,1,0
965,0,0,1,0
966,0,0,1,0
967,0,0,1,0
968,0,0,1,0
969,0,0,1,0
970,0,0,1,0
971,0,0,1,0
972,0,0,1,0
973,0,0,1,0
974,0,0,1,0
975,0,0,1,0
976,0,0,1,0
977,0,0,1,0
978,0,0,1,0
979,0,0,1,0
980,0,0,1,0
981,0,0,1,0
982,0,0,1,0
983,0,0,1,0
984,0,0,1,0
985,0,0,1,0
986,0,0,1,0
987,0,0,1,0
988,0,1,0,0
989,0,1,0,0
990,0,1,0,0
991,0,1,0,0
992,0,1,0,0
993,0,1,0,0
994,0,1,0,0
995,0,1,0,0
996,0,1,0,0
997,0,1,0,0
998,0,1,0,0
999,0,1,0,0
1000,0,1,0,0
1001,0,1,0,0
1002,0,1,0,0
1003,0,1,0,0
1004,0,1,0,0
1005,0,1,0,0
1006,0,1,0,0
1007,0,1,0,0
1008,0,1,0,0
1009,0,1,0,0
1010,0,1,0,0
1011,0,1,0,0
1012,0,1,0,0
1013,0,1,0,0
1014,0,1,0,0
1015,0,0,0,1
1016,0,0,0,1
1017,0,0,0,1
1018,0,0,0,1
1019,0,0,0,1
1020,1,0,0,0
1021,1,0,0,0
1022,1,0,0,0
1023,1,0,0,0
1024,1,0,0,0
1025,1,0,0,0
1026,1,0,0,0
1027,1,0,0,0
1028,1,0,0,0
1029,1,0,0,0
1030,1,0,0,0
1031,1,0,0,0
1032,1,0,0,0
1033,1,0,0,0
1034,1,0,0,0
1035,1,0,0,0
1036,1,0,0,0
1037,1,0,0,0
1038,1,0,0,0
1039,1,0,0,0
1040,1,0,0,0
1041,1,0,0,0
1042,1,0,0,0
1043,1,0,0,0
1044,1,0,0,0
1045,1,0,0,0
1046,1,0,0,0
1047,1,0,0,0
1048,1,0,0,0
1049,1,0,0,0
1050,1,0,0,0
1051,1,0,0,0
1052,1,0,0,0
1053,1,0,0,0
1054,1,0,0,0
1055,1,0,0,0
1056,1,0,0,0
1057,1,0,0,0
1058,1,0,0,0
1059,1,0,0,0
1060,1,0,0,0
1061,1,0,0,0
1062,1,0,0,0
1063,1,0,0,0
1064,1,0,0,0
1065,1,0,0,0
1066,1,0,0,0
1067,1,0,0,0
1068,1,0,0,0
1069,1,0,0,0
1070,1,0,0,0
1071,1,0,0,0
1072,1,0,0,0
1073,1,0,0,0
1074,1,0,0,0
1075,1,0,0,0
1076,1,0,0,0
1077,1,0,0,0
1078,1,0,0,0
1079,0,0,0,1
1080,0,0,0,1
1081,0,0,0,1
1082,0,0,0,1
1083,0,0,0,1
1084,0,0,0,1
1085,0,0,0,1
1086,0,0,0,1
1087,0,0,0,1
1088,0,0,0,1
1089,0,0,0,1
1090,0,0,0,1
1091,0,0,0,1
1092,0,0,0,1
1093,0,0,0,1
1094,0,1,0,0
1095,0,1,0,0
1096,0,1,0,0
1097,0,1,0,0
1098,0,1,0,0
1099,0,1,0,0
1100,0,1,0,0
1101,0,1,0,0
1102,0,1,0,0
1103,0,1,0,0
1104,0,1,0,0
1105,0,0,0,1
1106,0,0,0,1
1107,0,0,0,1
1108,0,0,0,1
1109,0,0,0,1
1110,0,0,0,1
1111,0,0,0,1
1112,0,0,0,1
1113,0,0,0,1
1114,0,0,0,1
1115,0,0,0,1
1116,0,0,0,1
1117,0,0,0,1
1118,0,0,0,1
1119,0,0,0,1
1120,0,0,0,1
1121,0,0,0,1
1122,0,0,0,1
1123,0,0,0,1
1124,0,0,0,1
1125,0,0,0,1
1126,0,0,0,1
1127,0,0,0,1
1128,0,0,0,1
1129,0,0,0,1
1130,0,0,0,1
1131,0,0,0,1
1132,0,0,0,1
1133,0,0,0,1
1134,0,0,0,1
1135,0,0,0,1
1136,0,0,0,1
1137,0,0,0,1
1138,0,1,0,0
1139,0,1,0,0
1140,0,1,0,0
1141,0,1,0,0
1142,0,1,0,0
1143,0,1,0,0
1144,0,1,0,0
1145,0,1,0,0
1146,0,1,0,0
1147,0,1,0,0
1148,0,1,0,0
1149,0,1,0,0
1150,0,1,0,0
1151,0,1,0,0
1152,0,1,0,0
1153,0,1,0,0
1154,1,0,0,0
1155,1,0,0,0
1156,1,0,0,0
1157,1,0,0,0
1158,1,0,0,0
1159,1,0,0,0
1160,1,0,0,0
1161,1,0,0,0
1162,1,0,0,0
1163,1,0,0,0
1164,1,0,0,0
1165,1,0,0,0
1166,1,0,0,0
1167,1,0,0,0
1168,1,0,0,0
1169,1,0,0,0
1170,1,0,0,0
1171,1,0,0,0
1172,1,0,0,0
1173,1,0,0,0
1174,1,0,0,0
1175,1,0,0,0
1176,1,0,0,0
1177,1,0,0,0
1178,1,0,0,0
1179,1,0,0,0
1180,1,0,0,0
1181,1,0,0,0
1182,1,0,0,0
1183,1,0,0,0
1184,1,0,0,0
1185,1,0,0,0
1186,1,0,0,0
1187,1,0,0,0
1188,1,0,0,0
1189,1,0,0,0
1190,1,0,0,0
1191,1,0,0,0
1192,1,0,0,0
1193,1,0,0,0
1194,1,0,0,0
1195,1,0,0,0
1196,1,0,0,0
1197,1,0,0,0
1198,1,0,0,0
1199,1,0,0,0
1200,1,0,0,0
1201,1,0,0,0
1202,1,0,0,0
1203,1,0,0,0
1204,1,0,0,0
1205,0,0,0,1
1206,0,0,0,1
1207,0,0,0,1
1208,0,0,0,1
1209,0,0,0,1
1210,0,0,0,1
1211,0,0,0,1
1212,0,0,0,1
1213,0,0,0,1
1214,0,0,0,1
1215,0,0,0,1
1216,0,0,0,1
1217,0,0,0,1
1218,0,0,0,1
1219,0,0,0,1
1220,0,0,0,1
1221,0,0,0,1
1222,0,0,0,1
1223,0,0,0,1
1224,0,0,0,1
1225,0,0,0,1
1226,0,0,0,1
1227,1,0,0,0
1228,1,0,0,0
1229,1,0,0,0
1230,1,0,0,0
1231,1,0,0,0
1232,1,0,0,0
1233,1,0,0,0
1234,1,0,0,0
1235,1,0,0,0
1236,1,0,0,0
1237,1,0,0,0
1238,1,0,0,0
1239,1,0,0,0
1240,1,0,0,0
1241,1,0,0,0
1242,1,0,0,0
1243,1,0,0,0
1244,1,0,0,0
1245,1,0,0,0
1246,1,0,0,0
1247,1,0,0,0
1248,1,0,0,0
1249,1,0,0,0
1250,1,0,0,0
1251,1,0,0,0
1252,1,0,0,0
1253,1,0,0,0
1254,1,0,0,0
1255,1,0,0,0
1256,1,0,0,0
1257,1,0,0,0
1258,1,0,0,0
1259,1,0,0,0
1260,1,0,0,0
1261,1,0,0,0
1262,1,0,0,0
1263,1,0,0,0
1264,1,0,0,0
1265,1,0,0,0
1266,1,0,0,0
1267,1,0,0,0
1268,1,0,0,0
1269,1,0,0,0
1270,1,0,0,0
1271,1,0,0,0
1272,1,0,0,0
1273,1,0,0,0
1274,1,0,0,0
1275,1,0,0,0
1276,1,0,0,0
1277,1,0,0,0
1278,1,0,0,0
1279,1,0,0,0
1280,1,0,0,0
1281,1,0,0,0
1282,1,0,0,0
1283,1,0,0,0
1284,1,0,0,0
1285,1,0,0,0
1286,1,0,0,0
1287,1,0,0,0
1288,1,0,0,0
1289,1,0,0,0
